claimid,claim,doi,link,abstitle,abssentid,abssent,labels,
59,“The percentage of Americans with natural immunity from getting COVID-19 is “a very powerful vaccine in itself.”,10.1093/cid/ciaa1275,https://www.politifact.com/factchecks/2020/dec/15/donald-trump/trumps-wrong-15-immunity-resulting-infection-isnt-/,Coronavirus Disease 2019 (COVID-19) Re-infection by a Phylogenetically Distinct Severe Acute Respiratory Syndrome Coronavirus 2 Strain Confirmed by Whole Genome Sequencing,11,"Compared to viral genomes in GISAID, the first virus genome was phylogenetically closely related to strains collected in March/April 2020, while the second virus genome was closely related to strains collected in July/August 2020.",R, 
59,“The percentage of Americans with natural immunity from getting COVID-19 is “a very powerful vaccine in itself.”,10.1093/cid/ciaa1275,https://www.politifact.com/factchecks/2020/dec/15/donald-trump/trumps-wrong-15-immunity-resulting-infection-isnt-/,Coronavirus Disease 2019 (COVID-19) Re-infection by a Phylogenetically Distinct Severe Acute Respiratory Syndrome Coronavirus 2 Strain Confirmed by Whole Genome Sequencing,12,"Conclusions: Epidemiological, clinical, serological, and genomic analyses confirmed that the patient had re-infection instead of persistent viral shedding from first infection.",R, 
59,“The percentage of Americans with natural immunity from getting COVID-19 is “a very powerful vaccine in itself.”,10.1093/cid/ciaa1275,https://www.politifact.com/factchecks/2020/dec/15/donald-trump/trumps-wrong-15-immunity-resulting-infection-isnt-/,Coronavirus Disease 2019 (COVID-19) Re-infection by a Phylogenetically Distinct Severe Acute Respiratory Syndrome Coronavirus 2 Strain Confirmed by Whole Genome Sequencing,13,Our results suggest SARS-CoV-2 may continue to circulate among humans despite herd immunity due to natural infection.,R, 
59,“The percentage of Americans with natural immunity from getting COVID-19 is “a very powerful vaccine in itself.”,10.1093/cid/ciaa1275,https://www.politifact.com/factchecks/2020/dec/15/donald-trump/trumps-wrong-15-immunity-resulting-infection-isnt-/,Coronavirus Disease 2019 (COVID-19) Re-infection by a Phylogenetically Distinct Severe Acute Respiratory Syndrome Coronavirus 2 Strain Confirmed by Whole Genome Sequencing,14,Further studies of patients with re-infection will shed light on protective immunological correlates for guiding vaccine design.,N, 
60,“If you have the Flu… get these two items… Sambucol (and) Oscillococcinum… in 48 hours you will feel better. In 72 hours you will be almost symptom-free.”,10.2147/CEOR.S144300,https://www.politifact.com/factchecks/2020/feb/27/facebook-posts/homeopathic-supplements-are-not-proven-treat-flu/,The preventive effect on respiratory tract infections of Oscillococcinum®. A cost-effectiveness analysis,1,"Background: Anas barbariae hepatis et cordis extractum 200K (Oscillococcinum®) is used to treat and prevent seasonal colds and airway inflammatory affections, improve symptom control, and reduce the frequency of respiratory tract infection (RTI) episodes.",N, 
60,“If you have the Flu… get these two items… Sambucol (and) Oscillococcinum… in 48 hours you will feel better. In 72 hours you will be almost symptom-free.”,10.2147/CEOR.S144300,https://www.politifact.com/factchecks/2020/feb/27/facebook-posts/homeopathic-supplements-are-not-proven-treat-flu/,The preventive effect on respiratory tract infections of Oscillococcinum®. A cost-effectiveness analysis,2,"The objective of this controlled observational study is to investigate, from the Italian National Health Service (NHS) point of view, the role of Anas barbariae hepatis et cordis extractum 200K in preventing RTIs and estimate the annual average cost per patient due to visits and medicines in a real-world setting, investigating whether this method of treatment can bring savings for the NHS.",N, 
60,“If you have the Flu… get these two items… Sambucol (and) Oscillococcinum… in 48 hours you will feel better. In 72 hours you will be almost symptom-free.”,10.2147/CEOR.S144300,https://www.politifact.com/factchecks/2020/feb/27/facebook-posts/homeopathic-supplements-are-not-proven-treat-flu/,The preventive effect on respiratory tract infections of Oscillococcinum®. A cost-effectiveness analysis,3,Methods: Data from a single center from 2002 to 2011 were used.,N, 
60,“If you have the Flu… get these two items… Sambucol (and) Oscillococcinum… in 48 hours you will feel better. In 72 hours you will be almost symptom-free.”,10.2147/CEOR.S144300,https://www.politifact.com/factchecks/2020/feb/27/facebook-posts/homeopathic-supplements-are-not-proven-treat-flu/,The preventive effect on respiratory tract infections of Oscillococcinum®. A cost-effectiveness analysis,4,The analysis examined 455 patients who suffered from respiratory diseases.,S, 
60,“If you have the Flu… get these two items… Sambucol (and) Oscillococcinum… in 48 hours you will feel better. In 72 hours you will be almost symptom-free.”,10.2147/CEOR.S144300,https://www.politifact.com/factchecks/2020/feb/27/facebook-posts/homeopathic-supplements-are-not-proven-treat-flu/,The preventive effect on respiratory tract infections of Oscillococcinum®. A cost-effectiveness analysis,5,"Of the total number of patients, 246 were treated with Anas barbariae hepatis et cordis extractum 200K while 209 were not treated (Control group).",N, 
60,“If you have the Flu… get these two items… Sambucol (and) Oscillococcinum… in 48 hours you will feel better. In 72 hours you will be almost symptom-free.”,10.2147/CEOR.S144300,https://www.politifact.com/factchecks/2020/feb/27/facebook-posts/homeopathic-supplements-are-not-proven-treat-flu/,The preventive effect on respiratory tract infections of Oscillococcinum®. A cost-effectiveness analysis,6,"All the data concerning RTI episodes, pharmacological treatments, and pneumological visits were extracted from the database.",N, 
60,“If you have the Flu… get these two items… Sambucol (and) Oscillococcinum… in 48 hours you will feel better. In 72 hours you will be almost symptom-free.”,10.2147/CEOR.S144300,https://www.politifact.com/factchecks/2020/feb/27/facebook-posts/homeopathic-supplements-are-not-proven-treat-flu/,The preventive effect on respiratory tract infections of Oscillococcinum®. A cost-effectiveness analysis,7,"Results: It was found that, regardless of the diagnosis, the frequency of RTI episodes was always lower in patients treated with Anas barbariae hepatis et cordis extractum 200K; the difference between the numbers of events occurring was statistically significant in every class of patients (p<0.001).",S, 
60,“If you have the Flu… get these two items… Sambucol (and) Oscillococcinum… in 48 hours you will feel better. In 72 hours you will be almost symptom-free.”,10.2147/CEOR.S144300,https://www.politifact.com/factchecks/2020/feb/27/facebook-posts/homeopathic-supplements-are-not-proven-treat-flu/,The preventive effect on respiratory tract infections of Oscillococcinum®. A cost-effectiveness analysis,8,The costs that the NHS had to incur were significantly lower in the classes of patients treated (p<0.001).,S, 
60,“If you have the Flu… get these two items… Sambucol (and) Oscillococcinum… in 48 hours you will feel better. In 72 hours you will be almost symptom-free.”,10.2147/CEOR.S144300,https://www.politifact.com/factchecks/2020/feb/27/facebook-posts/homeopathic-supplements-are-not-proven-treat-flu/,The preventive effect on respiratory tract infections of Oscillococcinum®. A cost-effectiveness analysis,9,Discussion: The results indicate that Anas barbariae hepatis et cordis extractum 200K has a preventive effect on the onset of RTI episodes.,S, 
60,“If you have the Flu… get these two items… Sambucol (and) Oscillococcinum… in 48 hours you will feel better. In 72 hours you will be almost symptom-free.”,10.2147/CEOR.S144300,https://www.politifact.com/factchecks/2020/feb/27/facebook-posts/homeopathic-supplements-are-not-proven-treat-flu/,The preventive effect on respiratory tract infections of Oscillococcinum®. A cost-effectiveness analysis,10,The analysis shows that treating patients with Anas barbariae hepatis et cordis extractum 200K lowers costs for the NHS; this is primarily due to the fact that the medication causes fewer episodes of RTI to develop.,S, 
60,“If you have the Flu… get these two items… Sambucol (and) Oscillococcinum… in 48 hours you will feel better. In 72 hours you will be almost symptom-free.”,10.2147/CEOR.S144300,https://www.politifact.com/factchecks/2020/feb/27/facebook-posts/homeopathic-supplements-are-not-proven-treat-flu/,The preventive effect on respiratory tract infections of Oscillococcinum®. A cost-effectiveness analysis,11,"This study suggests that the treatment with Anas barbariae hepatis et cordis extractum 200K could be helpful in preventing RTIs and improving the health status of patients who suffer from respiratory diseases, and it could lead to savings to the Italian NHS.",N, 
61,"""If you're a black woman, you're 320% more likely to die from complications in childbirth.""",10.1016/j.ajog.2014.06.006,https://www.politifact.com/factchecks/2019/dec/20/andrew-yang/yang-cites-maternal-mortality-stats-talk-about-rac/,Performance of racial and ethnic minority-serving hospitals on delivery-related indicators,1,"Objective: We sought to explore how racial/ethnic minority-serving hospitals perform on 15 delivery-related indicators, and examine whether indicators vary by race/ethnicity within the same type of hospitals.",N, 
61,"""If you're a black woman, you're 320% more likely to die from complications in childbirth.""",10.1016/j.ajog.2014.06.006,https://www.politifact.com/factchecks/2019/dec/20/andrew-yang/yang-cites-maternal-mortality-stats-talk-about-rac/,Performance of racial and ethnic minority-serving hospitals on delivery-related indicators,2,"Study Design: We used 2008 through 2011 linked State Inpatient Database and American Hospital Association data from 7 states, and designated hospitals with >50% of deliveries to non-Hispanic white, non-Hispanic black, and Hispanic women as white-, black-, and Hispanic-serving, respectively.",N, 
61,"""If you're a black woman, you're 320% more likely to die from complications in childbirth.""",10.1016/j.ajog.2014.06.006,https://www.politifact.com/factchecks/2019/dec/20/andrew-yang/yang-cites-maternal-mortality-stats-talk-about-rac/,Performance of racial and ethnic minority-serving hospitals on delivery-related indicators,3,"We calculated indicator rates per 1000 deliveries by hospital type and, separately, for non-Hispanic white, non-Hispanic black, and Hispanic women within each hospital type.",N, 
61,"""If you're a black woman, you're 320% more likely to die from complications in childbirth.""",10.1016/j.ajog.2014.06.006,https://www.politifact.com/factchecks/2019/dec/20/andrew-yang/yang-cites-maternal-mortality-stats-talk-about-rac/,Performance of racial and ethnic minority-serving hospitals on delivery-related indicators,4,We fitted multivariate Poisson regression models to examine associations between delivery-related indicators and patient and hospital characteristics by hospital type.,N, 
61,"""If you're a black woman, you're 320% more likely to die from complications in childbirth.""",10.1016/j.ajog.2014.06.006,https://www.politifact.com/factchecks/2019/dec/20/andrew-yang/yang-cites-maternal-mortality-stats-talk-about-rac/,Performance of racial and ethnic minority-serving hospitals on delivery-related indicators,5,Results: White-serving hospitals offer obstetric care to an older and wealthier population than black- or Hispanic-serving hospitals.,S, 
61,"""If you're a black woman, you're 320% more likely to die from complications in childbirth.""",10.1016/j.ajog.2014.06.006,https://www.politifact.com/factchecks/2019/dec/20/andrew-yang/yang-cites-maternal-mortality-stats-talk-about-rac/,Performance of racial and ethnic minority-serving hospitals on delivery-related indicators,6,"Rates of the most prevalent indicators examined (complicated vaginal delivery, complicated cesarean delivery, obstetric trauma) were lowest in Hispanic-serving hospitals.",N, 
61,"""If you're a black woman, you're 320% more likely to die from complications in childbirth.""",10.1016/j.ajog.2014.06.006,https://www.politifact.com/factchecks/2019/dec/20/andrew-yang/yang-cites-maternal-mortality-stats-talk-about-rac/,Performance of racial and ethnic minority-serving hospitals on delivery-related indicators,7,"Generally, indicator rates were similar in Hispanic- and white-serving hospitals.",N, 
61,"""If you're a black woman, you're 320% more likely to die from complications in childbirth.""",10.1016/j.ajog.2014.06.006,https://www.politifact.com/factchecks/2019/dec/20/andrew-yang/yang-cites-maternal-mortality-stats-talk-about-rac/,Performance of racial and ethnic minority-serving hospitals on delivery-related indicators,8,Black-serving hospitals performed worse than other hospitals on 12 of 15 indicators.,S, 
61,"""If you're a black woman, you're 320% more likely to die from complications in childbirth.""",10.1016/j.ajog.2014.06.006,https://www.politifact.com/factchecks/2019/dec/20/andrew-yang/yang-cites-maternal-mortality-stats-talk-about-rac/,Performance of racial and ethnic minority-serving hospitals on delivery-related indicators,9,"Indicator rates varied greatly by race/ethnicity in white- and Hispanic-serving hospitals, with non-Hispanic blacks having 1.19-3.27 and 1.15-2.68 times higher rates than non-Hispanic whites, respectively, for 11 of 15 indicators.",S, 
